sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
3632,92:69:1D:31:68:E9,3861886,490243219,4333,3753382,3857553,486489837,1,6163,1288761,5965,1243563,198,45198,2438,15,4640,107,1,71,216660.0,130000.0,-51.0,-48.0,-45.0,-47.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,38.0,42.0,42.0,41.0,1
3633,CC:2F:71:3F:1F:24,5307186,2130385774,1449633,1643895937,3857553,486489837,2222,1209666,1358010816,1208714,1357895250,952,115566,1169924,15,1447770,134719,2219,906,144444.0,43333.0,-72.0,-70.0,-69.0,-74.0,-73.0,-70.0,-69.0,-73.0,-89.0,-90.0,-87.0,-88.0,17.0,20.0,18.0,14.0,1
3634,CC:2F:71:3E:C5:1F,3858657,486624772,1104,134935,3857553,486489837,3,4810,401065,4010,306135,800,94930,1168,16,1591,32,3,55,130000.0,39000.0,-72.0,-73.0,-68.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,17.0,19.0,28.0,1
3635,BA:8C:B9:54:50:24,3862605,492725324,5052,6235487,3857553,486489837,7,10489,1811198,10467,1807703,22,3495,2396,18,5621,45,7,80,216660.0,130000.0,-40.0,-37.0,-45.0,-52.0,-42.0,-36.0,-45.0,-50.0,-89.0,-90.0,-87.0,-88.0,49.0,53.0,42.0,36.0,1
3636,62:47:05:9D:EB:15,3878801,533450811,21245,46960712,3857556,486490099,1,17341,5985154,17245,5970695,96,14459,8130,1,21344,463,1,179,216660.0,130000.0,-41.0,-41.0,-39.0,-44.0,-40.0,-41.0,-40.0,-44.0,-89.0,-90.0,-87.0,-88.0,48.0,49.0,48.0,44.0,1
3637,92:69:1D:31:68:E9,3861889,490243481,4333,3753382,3857556,486490099,1,6163,1288761,5965,1243563,198,45198,2438,15,4640,107,1,71,216660.0,130000.0,-51.0,-48.0,-45.0,-47.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,38.0,42.0,42.0,41.0,1
3638,CC:2F:71:3F:1F:24,5307242,2130407007,1449686,1643916908,3857556,486490099,2222,1209699,1358016659,1208747,1357901093,952,115566,1169955,15,1447823,134719,2219,906,144444.0,43333.0,-74.0,-71.0,-68.0,-77.0,-74.0,-71.0,-67.0,-77.0,-89.0,-90.0,-87.0,-88.0,15.0,19.0,19.0,11.0,1
3639,CC:2F:71:3E:C5:1F,3858660,486625034,1104,134935,3857556,486490099,3,4810,401065,4010,306135,800,94930,1168,16,1591,32,3,55,130000.0,39000.0,-72.0,-73.0,-68.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,17.0,19.0,28.0,1
3640,BA:8C:B9:54:50:24,3862608,492725586,5052,6235487,3857556,486490099,7,10490,1811266,10468,1807771,22,3495,2396,18,5621,45,7,80,216660.0,130000.0,-40.0,-37.0,-45.0,-51.0,-42.0,-36.0,-45.0,-50.0,-89.0,-90.0,-87.0,-88.0,49.0,53.0,42.0,37.0,1
3641,62:47:05:9D:EB:15,3878807,533451417,21245,46960712,3857562,486490705,1,17341,5985154,17245,5970695,96,14459,8130,1,21344,463,1,179,216660.0,130000.0,-41.0,-41.0,-39.0,-44.0,-40.0,-41.0,-40.0,-44.0,-89.0,-89.0,-86.0,-87.0,48.0,48.0,47.0,43.0,1
